gender,age,bmi,activity_level,avg_sleep_hours,avg_water_intake_liters,height_cm,weight_kg,recommended_exercise
female,18,17.57,active,6.6,3.6,159.5,44.7,Strength Training (build muscle)
female,18,16.05,active,7.9,4.3,180.5,52.3,Strength Training (build muscle)
female,42,15.86,moderate,6.1,2.1,160.4,40.8,Strength Training (build muscle)
female,18,17.82,light,9.1,3.1,175.7,55.0,Strength Training (build muscle)
female,41,16.22,moderate,8.6,2.5,172.4,48.2,Strength Training (build muscle)
female,35,17.78,active,7.5,2.1,161.9,46.6,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
male,27,17.07,moderate,7.0,3.5,155.9,41.5,Strength Training (build muscle)
female,54,15.74,moderate,5.6,1.6,160.4,40.5,Strength Training (build muscle)
male,21,17.62,light,8.8,2.6,177.8,55.7,Strength Training (build muscle)
female,36,16.78,light,6.7,1.7,165.4,45.9,Strength Training (build muscle)
male,28,17.27,moderate,7.4,3.9,177.0,54.1,Strength Training (build muscle)
male,52,16.65,light,7.9,3.6,165.3,45.5,Strength Training (build muscle)
female,33,16.79,active,6.6,2.7,174.3,51.0,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
female,29,15.0,light,7.7,2.1,160.2,38.5,Strength Training (build muscle)
female,18,17.57,active,6.6,3.6,159.5,44.7,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
male,23,18.15,sedentary,9.2,3.0,177.7,57.3,Strength Training (build muscle)
female,18,15.55,light,8.4,1.8,162.2,40.9,Strength Training (build muscle)
female,32,16.25,light,7.6,2.5,157.5,40.3,Strength Training (build muscle)
female,22,15.65,moderate,6.6,2.5,174.6,47.7,Strength Training (build muscle)
female,45,16.49,active,6.4,3.0,171.5,48.5,Strength Training (build muscle)
female,31,17.73,sedentary,5.7,2.4,163.5,47.4,Strength Training (build muscle)
female,29,15.84,moderate,6.4,3.1,175.9,49.0,Strength Training (build muscle)
female,21,15.01,active,7.9,4.4,161.8,39.3,Strength Training (build muscle)
female,35,15.01,light,7.7,3.5,170.6,43.7,Strength Training (build muscle)
female,18,15.55,light,8.4,1.8,162.2,40.9,Strength Training (build muscle)
female,30,15.79,light,8.9,1.9,153.1,37.0,Strength Training (build muscle)
male,27,15.0,active,8.7,4.4,163.9,40.3,Strength Training (build muscle)
female,29,15.84,moderate,6.4,3.1,175.9,49.0,Strength Training (build muscle)
female,18,18.36,moderate,8.0,2.1,143.3,37.7,Strength Training (build muscle)
female,36,17.5,active,10.0,3.5,168.0,49.4,Strength Training (build muscle)
male,21,16.05,moderate,7.8,3.2,178.8,51.3,Strength Training (build muscle)
female,24,18.24,moderate,8.8,3.4,167.7,51.3,Strength Training (build muscle)
male,42,17.84,light,7.0,2.9,180.6,58.2,Strength Training (build muscle)
female,42,15.86,moderate,6.1,2.1,160.4,40.8,Strength Training (build muscle)
female,19,16.29,moderate,6.9,2.8,163.6,43.6,Strength Training (build muscle)
female,18,15.55,light,8.4,1.8,162.2,40.9,Strength Training (build muscle)
male,21,16.05,moderate,7.8,3.2,178.8,51.3,Strength Training (build muscle)
female,36,16.78,light,6.7,1.7,165.4,45.9,Strength Training (build muscle)
male,46,17.97,light,6.5,1.8,175.9,55.6,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
male,28,17.27,moderate,7.4,3.9,177.0,54.1,Strength Training (build muscle)
male,21,17.62,light,8.8,2.6,177.8,55.7,Strength Training (build muscle)
female,18,15.55,light,8.4,1.8,162.2,40.9,Strength Training (build muscle)
male,31,18.2,sedentary,7.8,1.8,177.3,57.2,Strength Training (build muscle)
male,23,18.15,sedentary,9.2,3.0,177.7,57.3,Strength Training (build muscle)
female,35,15.02,active,6.7,3.7,159.9,38.4,Strength Training (build muscle)
female,40,18.42,light,7.8,2.3,164.1,49.6,Strength Training (build muscle)
female,31,17.59,light,5.8,1.9,154.7,42.1,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
female,20,17.99,moderate,7.2,2.3,165.2,49.1,Strength Training (build muscle)
male,24,15.0,sedentary,7.9,2.8,170.7,43.7,Strength Training (build muscle)
female,35,17.78,active,7.5,2.1,161.9,46.6,Strength Training (build muscle)
female,23,14.99,sedentary,9.6,2.6,161.3,39.0,Strength Training (build muscle)
male,34,16.27,moderate,8.6,3.3,168.5,46.2,Strength Training (build muscle)
female,24,18.24,moderate,8.8,3.4,167.7,51.3,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
male,42,17.84,light,7.0,2.9,180.6,58.2,Strength Training (build muscle)
female,29,16.08,light,7.4,2.8,157.7,40.0,Strength Training (build muscle)
male,37,15.45,light,6.8,4.0,174.8,47.2,Strength Training (build muscle)
female,20,15.0,light,5.8,2.3,169.1,42.9,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
male,30,17.64,moderate,7.6,3.3,185.5,60.7,Strength Training (build muscle)
female,48,15.01,sedentary,7.2,2.0,171.4,44.1,Strength Training (build muscle)
female,25,17.95,moderate,7.4,2.5,161.3,46.7,Strength Training (build muscle)
female,25,15.59,moderate,6.1,3.5,159.8,39.8,Strength Training (build muscle)
female,35,15.01,light,7.7,3.5,170.6,43.7,Strength Training (build muscle)
male,41,16.55,active,8.7,2.9,179.8,53.5,Strength Training (build muscle)
female,29,16.08,light,7.4,2.8,157.7,40.0,Strength Training (build muscle)
male,21,18.21,sedentary,8.0,3.3,172.7,54.3,Strength Training (build muscle)
female,45,16.06,moderate,5.6,2.9,164.4,43.4,Strength Training (build muscle)
female,26,15.01,moderate,7.2,3.7,158.9,37.9,Strength Training (build muscle)
male,32,14.99,light,7.7,2.4,192.4,55.5,Strength Training (build muscle)
male,41,16.51,light,7.5,3.0,157.6,41.0,Strength Training (build muscle)
female,24,18.09,light,6.4,2.5,156.3,44.2,Strength Training (build muscle)
male,18,15.0,moderate,7.4,3.4,175.9,46.4,Strength Training (build muscle)
female,22,15.65,moderate,6.6,2.5,174.6,47.7,Strength Training (build muscle)
female,31,17.73,sedentary,5.7,2.4,163.5,47.4,Strength Training (build muscle)
female,24,18.09,light,6.4,2.5,156.3,44.2,Strength Training (build muscle)
female,32,16.13,light,7.2,2.5,153.3,37.9,Strength Training (build muscle)
male,18,16.53,light,7.8,4.1,165.0,45.0,Strength Training (build muscle)
female,21,16.33,active,6.2,2.8,171.8,48.2,Strength Training (build muscle)
female,36,24.93,sedentary,6.2,3.3,172.3,74.0,Yoga / Recovery / Mobility
female,30,21.67,moderate,5.7,2.8,154.6,51.8,Yoga / Recovery / Mobility
female,27,22.12,sedentary,7.5,1.7,158.7,55.7,Yoga / Recovery / Mobility
female,45,20.23,sedentary,8.3,1.3,172.5,60.2,Yoga / Recovery / Mobility
male,29,26.06,moderate,5.5,2.4,169.2,74.6,Yoga / Recovery / Mobility
female,33,27.28,sedentary,6.1,2.9,174.0,82.6,Yoga / Recovery / Mobility
female,36,24.93,sedentary,6.2,3.3,172.3,74.0,Yoga / Recovery / Mobility
female,44,22.52,moderate,5.5,2.6,164.7,61.1,Yoga / Recovery / Mobility
female,46,24.01,sedentary,6.0,2.5,164.4,64.9,Yoga / Recovery / Mobility
female,42,23.3,moderate,5.5,2.6,162.2,61.3,Yoga / Recovery / Mobility
male,18,24.3,moderate,5.5,3.2,182.0,80.5,Yoga / Recovery / Mobility
female,50,20.55,sedentary,6.1,1.7,160.0,52.6,Yoga / Recovery / Mobility
female,63,23.83,active,5.8,3.5,163.1,63.4,Yoga / Recovery / Mobility
female,37,19.45,sedentary,6.9,2.6,158.4,48.8,Yoga / Recovery / Mobility
female,37,19.98,moderate,5.7,2.7,158.5,50.2,Yoga / Recovery / Mobility
male,29,22.9,sedentary,8.1,2.5,183.5,77.1,Yoga / Recovery / Mobility
female,18,28.97,sedentary,6.4,2.7,146.3,62.0,Yoga / Recovery / Mobility
female,18,29.84,sedentary,6.2,2.7,162.4,78.7,Yoga / Recovery / Mobility
female,34,28.31,sedentary,7.7,2.8,166.3,78.3,Yoga / Recovery / Mobility
male,59,19.57,moderate,5.6,2.2,179.3,62.9,Yoga / Recovery / Mobility
male,31,24.6,sedentary,6.0,3.5,182.7,82.1,Yoga / Recovery / Mobility
female,27,25.8,moderate,5.6,3.4,167.4,72.3,Yoga / Recovery / Mobility
female,18,20.21,sedentary,7.2,2.3,160.1,51.8,Yoga / Recovery / Mobility
female,46,19.65,sedentary,7.7,2.8,151.5,45.1,Yoga / Recovery / Mobility
male,39,23.84,sedentary,5.8,2.7,175.7,73.6,Yoga / Recovery / Mobility
female,30,21.67,moderate,5.7,2.8,154.6,51.8,Yoga / Recovery / Mobility
male,33,23.61,light,5.9,2.1,169.1,67.5,Yoga / Recovery / Mobility
female,34,26.47,sedentary,7.0,2.3,179.1,84.9,Yoga / Recovery / Mobility
male,21,23.29,sedentary,7.3,3.0,192.5,86.3,Yoga / Recovery / Mobility
male,29,22.67,sedentary,7.0,2.8,191.1,82.8,Yoga / Recovery / Mobility
male,40,29.16,sedentary,6.8,2.7,180.6,95.1,Yoga / Recovery / Mobility
female,63,23.83,active,5.8,3.5,163.1,63.4,Yoga / Recovery / Mobility
female,32,25.12,sedentary,8.9,2.5,157.6,62.4,Yoga / Recovery / Mobility
female,33,27.28,sedentary,6.1,2.9,174.0,82.6,Yoga / Recovery / Mobility
male,41,24.79,sedentary,5.6,2.0,173.0,74.2,Yoga / Recovery / Mobility
male,27,24.75,sedentary,6.4,3.0,172.8,73.9,Yoga / Recovery / Mobility
male,37,20.68,sedentary,9.4,1.5,178.1,65.6,Yoga / Recovery / Mobility
female,28,23.02,sedentary,6.8,2.1,156.4,56.3,Yoga / Recovery / Mobility
male,23,20.03,sedentary,7.4,3.3,162.5,52.9,Yoga / Recovery / Mobility
female,23,24.36,light,5.6,2.4,169.4,69.9,Yoga / Recovery / Mobility
female,31,21.65,sedentary,8.1,1.9,156.3,52.9,Yoga / Recovery / Mobility
male,26,22.8,sedentary,6.2,3.5,174.6,69.5,Yoga / Recovery / Mobility
male,33,22.58,light,5.8,2.9,184.2,76.6,Yoga / Recovery / Mobility
female,20,25.55,active,5.6,3.5,160.1,65.5,Yoga / Recovery / Mobility
female,18,25.18,sedentary,7.6,3.5,167.1,70.3,Yoga / Recovery / Mobility
male,18,27.21,moderate,5.5,3.1,178.2,86.4,Yoga / Recovery / Mobility
female,45,28.91,sedentary,5.6,0.8,150.3,65.3,Yoga / Recovery / Mobility
female,34,29.84,light,5.8,2.0,175.3,91.7,Yoga / Recovery / Mobility
male,30,22.8,sedentary,5.6,3.1,159.9,58.3,Yoga / Recovery / Mobility
male,31,20.43,sedentary,7.0,2.7,168.2,57.8,Yoga / Recovery / Mobility
female,18,20.86,sedentary,7.7,2.2,165.3,57.0,Yoga / Recovery / Mobility
female,46,25.56,sedentary,6.0,2.2,152.7,59.6,Yoga / Recovery / Mobility
male,23,22.97,sedentary,6.6,2.2,183.2,77.1,Yoga / Recovery / Mobility
female,24,24.22,sedentary,8.5,2.4,151.5,55.6,Yoga / Recovery / Mobility
male,26,19.09,sedentary,7.1,2.5,197.0,74.1,Yoga / Recovery / Mobility
female,35,29.76,active,5.6,2.6,167.4,83.4,Yoga / Recovery / Mobility
female,22,22.02,sedentary,8.5,2.2,158.6,55.4,Yoga / Recovery / Mobility
female,30,21.67,moderate,5.7,2.8,154.6,51.8,Yoga / Recovery / Mobility
female,46,24.01,sedentary,6.0,2.5,164.4,64.9,Yoga / Recovery / Mobility
female,19,24.11,active,5.9,3.9,148.4,53.1,Yoga / Recovery / Mobility
male,33,23.61,light,5.9,2.1,169.1,67.5,Yoga / Recovery / Mobility
male,25,23.67,active,5.7,5.3,180.7,77.3,Yoga / Recovery / Mobility
male,34,22.53,sedentary,7.1,3.6,166.7,62.6,Yoga / Recovery / Mobility
female,54,23.89,sedentary,6.6,2.5,167.1,66.7,Yoga / Recovery / Mobility
female,31,21.65,sedentary,8.1,1.9,156.3,52.9,Yoga / Recovery / Mobility
female,37,29.85,moderate,5.9,2.5,160.3,76.7,Yoga / Recovery / Mobility
female,38,22.23,sedentary,6.7,2.3,152.2,51.5,Yoga / Recovery / Mobility
female,19,24.11,active,5.9,3.9,148.4,53.1,Yoga / Recovery / Mobility
male,39,23.84,sedentary,5.8,2.7,175.7,73.6,Yoga / Recovery / Mobility
male,41,25.16,moderate,5.7,3.3,168.7,71.6,Yoga / Recovery / Mobility
female,53,28.46,moderate,5.7,3.0,168.3,80.6,Yoga / Recovery / Mobility
female,42,24.48,sedentary,5.8,2.6,149.9,55.0,Yoga / Recovery / Mobility
male,32,21.37,light,5.7,4.5,180.1,69.3,Yoga / Recovery / Mobility
female,44,28.29,sedentary,6.2,2.9,161.3,73.6,Yoga / Recovery / Mobility
female,39,26.87,sedentary,6.7,1.8,160.6,69.3,Yoga / Recovery / Mobility
female,24,22.53,moderate,5.8,1.5,158.5,56.6,Yoga / Recovery / Mobility
female,42,24.98,sedentary,6.7,3.0,162.3,65.8,Yoga / Recovery / Mobility
male,37,27.62,active,5.8,3.7,174.9,84.5,Yoga / Recovery / Mobility
male,18,27.21,moderate,5.5,3.1,178.2,86.4,Yoga / Recovery / Mobility
male,27,25.51,active,5.6,5.0,172.6,76.0,Yoga / Recovery / Mobility
female,45,21.25,sedentary,7.2,1.6,160.3,54.6,Yoga / Recovery / Mobility
female,59,27.29,moderate,5.9,3.0,161.4,71.1,Yoga / Recovery / Mobility
male,41,25.16,moderate,5.7,3.3,168.7,71.6,Yoga / Recovery / Mobility
female,48,25.07,sedentary,7.7,1.9,154.7,60.0,Yoga / Recovery / Mobility
female,32,25.12,sedentary,8.9,2.5,157.6,62.4,Yoga / Recovery / Mobility
female,60,22.52,light,5.9,0.8,161.6,58.8,Yoga / Recovery / Mobility
male,37,25.02,moderate,5.5,3.9,174.3,76.0,Yoga / Recovery / Mobility
female,18,23.78,sedentary,7.3,2.4,170.2,68.9,Yoga / Recovery / Mobility
male,19,18.85,sedentary,7.1,2.9,172.2,55.9,Yoga / Recovery / Mobility
female,34,20.06,sedentary,6.3,3.3,166.2,55.4,Yoga / Recovery / Mobility
male,18,23.87,moderate,5.8,3.1,175.7,73.7,Yoga / Recovery / Mobility
male,41,21.68,sedentary,7.8,2.7,179.3,69.7,Yoga / Recovery / Mobility
female,27,18.89,moderate,5.6,2.2,158.9,47.7,Yoga / Recovery / Mobility
female,27,29.69,light,5.8,1.7,166.8,82.6,Yoga / Recovery / Mobility
female,20,25.55,active,5.6,3.5,160.1,65.5,Yoga / Recovery / Mobility
male,18,27.34,sedentary,7.4,3.9,171.7,80.6,Yoga / Recovery / Mobility
female,41,23.85,sedentary,6.1,3.5,165.1,65.0,Yoga / Recovery / Mobility
female,63,23.83,active,5.8,3.5,163.1,63.4,Yoga / Recovery / Mobility
male,30,23.01,sedentary,7.2,2.9,175.3,70.7,Yoga / Recovery / Mobility
female,42,24.04,moderate,5.7,4.2,164.7,65.2,Yoga / Recovery / Mobility
male,23,22.97,sedentary,6.6,2.2,183.2,77.1,Yoga / Recovery / Mobility
female,18,23.65,sedentary,7.6,2.6,164.1,63.7,Yoga / Recovery / Mobility
male,35,23.93,sedentary,5.7,3.3,161.6,62.5,Yoga / Recovery / Mobility
female,44,20.1,sedentary,7.3,1.6,164.8,54.6,Yoga / Recovery / Mobility
female,42,24.48,sedentary,5.8,2.6,149.9,55.0,Yoga / Recovery / Mobility
female,44,28.38,sedentary,5.6,2.7,157.4,70.3,Yoga / Recovery / Mobility
male,26,25.45,light,5.7,3.4,166.9,70.9,Yoga / Recovery / Mobility
female,42,24.98,sedentary,6.7,3.0,162.3,65.8,Yoga / Recovery / Mobility
female,59,27.29,moderate,5.9,3.0,161.4,71.1,Yoga / Recovery / Mobility
female,44,19.51,light,5.6,2.3,157.5,48.4,Yoga / Recovery / Mobility
male,44,24.9,sedentary,7.8,3.3,183.9,84.2,Yoga / Recovery / Mobility
male,35,25.55,active,5.8,4.2,168.8,72.8,Yoga / Recovery / Mobility
male,49,25.74,sedentary,7.3,4.2,178.6,82.1,Yoga / Recovery / Mobility
female,59,27.29,moderate,5.9,3.0,161.4,71.1,Yoga / Recovery / Mobility
female,54,23.89,sedentary,6.6,2.5,167.1,66.7,Yoga / Recovery / Mobility
male,32,25.61,moderate,5.9,3.0,162.1,67.3,Yoga / Recovery / Mobility
male,31,26.01,sedentary,6.6,2.0,181.4,85.6,Yoga / Recovery / Mobility
female,18,27.24,sedentary,8.7,2.1,152.2,63.1,Yoga / Recovery / Mobility
female,43,27.39,active,5.8,3.8,154.3,65.2,Yoga / Recovery / Mobility
male,63,19.73,sedentary,7.1,2.3,171.6,58.1,Yoga / Recovery / Mobility
male,18,27.46,moderate,5.7,4.0,175.2,84.3,Yoga / Recovery / Mobility
female,42,27.32,moderate,5.7,2.7,168.2,77.3,Yoga / Recovery / Mobility
male,49,23.36,sedentary,8.2,1.8,191.2,85.4,Yoga / Recovery / Mobility
female,48,26.19,moderate,5.9,2.4,154.1,62.2,Yoga / Recovery / Mobility
female,49,27.85,sedentary,6.1,3.0,155.1,67.0,Yoga / Recovery / Mobility
female,18,25.56,sedentary,6.8,2.3,159.7,65.2,Yoga / Recovery / Mobility
female,46,19.65,sedentary,7.7,2.8,151.5,45.1,Yoga / Recovery / Mobility
female,18,23.26,sedentary,6.7,2.1,141.7,46.7,Yoga / Recovery / Mobility
female,34,20.06,sedentary,6.3,3.3,166.2,55.4,Yoga / Recovery / Mobility
male,24,27.0,sedentary,6.0,1.7,184.5,91.9,Yoga / Recovery / Mobility
female,49,27.85,sedentary,6.1,3.0,155.1,67.0,Yoga / Recovery / Mobility
female,48,25.07,sedentary,7.7,1.9,154.7,60.0,Yoga / Recovery / Mobility
male,31,21.63,sedentary,7.8,1.7,176.8,67.6,Yoga / Recovery / Mobility
female,24,24.22,sedentary,8.5,2.4,151.5,55.6,Yoga / Recovery / Mobility
male,27,24.59,sedentary,7.7,3.2,170.4,71.4,Yoga / Recovery / Mobility
female,59,27.29,moderate,5.9,3.0,161.4,71.1,Yoga / Recovery / Mobility
male,33,23.61,light,5.9,2.1,169.1,67.5,Yoga / Recovery / Mobility
male,30,22.19,moderate,5.5,3.6,181.0,72.7,Yoga / Recovery / Mobility
male,35,23.93,sedentary,5.7,3.3,161.6,62.5,Yoga / Recovery / Mobility
male,23,23.07,sedentary,5.9,3.6,166.7,64.1,Yoga / Recovery / Mobility
female,36,29.28,active,5.9,3.0,159.5,74.5,Yoga / Recovery / Mobility
male,37,28.47,sedentary,5.5,3.2,175.5,87.7,Yoga / Recovery / Mobility
male,30,26.66,sedentary,5.7,2.6,182.2,88.5,Yoga / Recovery / Mobility
male,38,27.3,light,5.8,2.9,178.1,86.6,Yoga / Recovery / Mobility
male,47,21.04,sedentary,8.1,2.9,168.3,59.6,Yoga / Recovery / Mobility
female,31,20.61,moderate,5.7,2.9,155.6,49.9,Yoga / Recovery / Mobility
male,30,22.19,moderate,5.5,3.6,181.0,72.7,Yoga / Recovery / Mobility
female,52,29.95,light,5.5,2.7,153.0,70.1,Yoga / Recovery / Mobility
female,27,18.89,moderate,5.6,2.2,158.9,47.7,Yoga / Recovery / Mobility
female,50,20.55,sedentary,6.1,1.7,160.0,52.6,Yoga / Recovery / Mobility
male,18,27.46,moderate,5.7,4.0,175.2,84.3,Yoga / Recovery / Mobility
male,35,25.55,active,5.8,4.2,168.8,72.8,Yoga / Recovery / Mobility
male,37,28.47,sedentary,5.5,3.2,175.5,87.7,Yoga / Recovery / Mobility
female,35,25.21,sedentary,6.1,0.9,158.7,63.5,Yoga / Recovery / Mobility
female,37,26.57,sedentary,6.4,2.2,160.8,68.7,Yoga / Recovery / Mobility
male,44,24.9,sedentary,7.8,3.3,183.9,84.2,Yoga / Recovery / Mobility
male,37,25.02,moderate,5.5,3.9,174.3,76.0,Yoga / Recovery / Mobility
female,37,26.57,sedentary,6.4,2.2,160.8,68.7,Yoga / Recovery / Mobility
female,41,23.85,sedentary,6.1,3.5,165.1,65.0,Yoga / Recovery / Mobility
female,37,26.57,sedentary,6.4,2.2,160.8,68.7,Yoga / Recovery / Mobility
male,18,27.21,moderate,5.5,3.1,178.2,86.4,Yoga / Recovery / Mobility
female,42,27.32,moderate,5.7,2.7,168.2,77.3,Yoga / Recovery / Mobility
female,37,26.57,sedentary,6.4,2.2,160.8,68.7,Yoga / Recovery / Mobility
female,34,29.84,light,5.8,2.0,175.3,91.7,Yoga / Recovery / Mobility
male,18,26.35,sedentary,7.2,3.8,172.6,78.5,Yoga / Recovery / Mobility
male,27,24.56,sedentary,7.0,1.1,174.4,74.7,Yoga / Recovery / Mobility
male,30,22.8,sedentary,5.6,3.1,159.9,58.3,Yoga / Recovery / Mobility
female,23,22.32,sedentary,8.0,1.7,143.4,45.9,Yoga / Recovery / Mobility
male,30,22.19,moderate,5.5,3.6,181.0,72.7,Yoga / Recovery / Mobility
female,43,29.75,sedentary,6.1,2.1,171.8,87.8,Yoga / Recovery / Mobility
male,18,26.35,sedentary,7.2,3.8,172.6,78.5,Yoga / Recovery / Mobility
female,31,21.65,sedentary,8.1,1.9,156.3,52.9,Yoga / Recovery / Mobility
